name,t_ms,in_size_bytes,out_size_bytes,nlines
third_party/protobuf/src/google/protobuf/stubs/once.cc,666,315733,846,12741
native_client/src/trusted/service_runtime/linux/nacl_bootstrap.c,741,158694,13104,6332
third_party/zlib/contrib/minizip/ioapi.c,219,79099,7256,3548
third_party/protobuf/src/google/protobuf/generated_message_util.cc,801,347562,2912,13715
third_party/protobuf/src/google/protobuf/stubs/common.cc,880,405307,29808,16235
third_party/flac/src/libFLAC/crc.c,131,11110,3936,357
third_party/zlib/contrib/minizip/unzip.c,481,145474,27504,5671
third_party/flac/src/libFLAC/float.c,29,6675,828,239
third_party/flac/src/libFLAC/fixed.c,101,85369,5784,2594
third_party/flac/src/libFLAC/bitreader.c,275,98920,16568,4017
third_party/flac/src/libFLAC/lpc.c,205,89256,12336,3019
