name,t_ms,in_size_bytes,out_size_bytes,nlines
third_party/webrtc/modules/audio_coding/codecs/ilbc/swap_bytes.c,191,31899,344,940
third_party/webrtc/modules/audio_coding/codecs/ilbc/split_vq.c,195,35487,568,1049
third_party/webrtc/modules/audio_coding/codecs/ilbc/state_search.c,101,36870,1712,1100
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/filterbank_tables.c,39,3844,608,173
third_party/webrtc/modules/audio_coding/codecs/ilbc/vq4.c,59,35227,528,1051
third_party/webrtc/modules/audio_coding/codecs/ilbc/vq3.c,63,35228,508,1052
third_party/webrtc/modules/audio_coding/codecs/ilbc/xcorr_coef.c,92,34471,1256,1046
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/arith_routines.c,103,39537,680,1313
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/decode_bwe.c,117,48390,612,1491
third_party/webrtc/modules/audio_coding/codecs/ilbc/unpack_bits.c,154,39102,2396,1143
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/arith_routines_hist.c,138,45869,1740,1550
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/initialize.c,329,45788,1604,1486
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/arith_routines_logist.c,413,47496,3668,1560
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/bandwidth_estimator.c,420,64337,4552,2185
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/decode.c,403,54901,2704,1669
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/filters.c,392,46576,1976,1446
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/filterbanks.c,382,48372,2836,1479
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/isacfix.c,311,95583,6296,3142
ppapi/native_client/src/shared/ppapi_proxy/browser_ppp.cc,1299,1165863,6160,44839
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/fft.c,440,49377,6912,1556
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/decode_plc.c,439,73583,7380,2250
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/encode.c,436,78161,7336,2444
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/lpc_masking_model.c,385,79550,13152,2357
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/lattice_c.c,306,31125,552,865
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/pitch_gain_tables.c,46,9075,2440,263
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/pitch_lag_tables.c,45,16019,4532,477
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/spectrum_ar_model_tables.c,48,9367,2580,357
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/lpc_tables.c,93,79655,28504,1447
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/crc.c,65,54782,1512,1734
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/lattice.c,421,50234,3588,1571
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/arith_routines.c,128,18054,472,786
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/decode_bwe.c,67,31568,720,1167
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/pitch_filter.c,176,46443,4036,1529
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/transform.c,171,56872,5112,1579
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/arith_routines_hist.c,178,22951,1504,1010
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/pitch_lag_tables.c,49,18353,6280,470
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/filterbank_tables.c,45,17425,644,734
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/pitch_estimator.c,233,49782,5512,1717
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/arith_routines_logist.c,216,23270,3912,1011
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/decode.c,205,70391,4544,2633
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/lpc_gain_swb_tables.c,43,7688,2092,257
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/lpc_shape_swb12_tables.c,37,7712,1932,288
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/bandwidth_estimator.c,224,52083,7732,2107
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/intialize.c,115,39804,2944,1420
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/encode_lpc_swb.c,268,57414,7228,2074
third_party/webrtc/modules/audio_processing/agc/digital_agc.c,303,57070,6044,1726
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/lpc_shape_swb16_tables.c,50,10672,3088,391
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/pitch_gain_tables.c,41,9199,2376,230
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/spectrum_ar_model_tables.c,48,22124,2596,876
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/filter_functions.c,238,37735,6232,1430
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/lpc_tables.c,136,124149,58144,1885
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/transform.c,90,37511,2880,1344
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/filterbanks.c,217,29587,5476,1137
third_party/webrtc/modules/audio_processing/agc/analog_agc.c,439,94110,9716,3413
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/lattice.c,227,44632,3536,1619
third_party/webrtc/common_audio/vad/vad_gmm.c,66,31462,500,900
third_party/webrtc/common_audio/vad/webrtc_vad.c,123,35844,1476,1361
third_party/webrtc/common_audio/vad/vad_filterbank.c,130,38757,1976,1140
third_party/webrtc/common_audio/vad/vad_sp.c,117,36436,1220,1061
third_party/webrtc/modules/audio_coding/codecs/iSAC/fix/source/entropy_coding.c,956,102375,30616,3474
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/encode.c,415,107280,16136,3917
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/lpc_analysis.c,313,59688,12440,2046
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/pitch_filter.c,341,68868,11520,2565
third_party/webrtc/common_audio/vad/vad_core.c,253,51161,6356,1543
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/pitch_estimator.c,363,54096,13056,1893
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/fft.c,550,71632,10548,2784
third_party/skia/src/opts/SkUtils_opts_SSE2.cpp,175,113181,624,4430
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/isac.c,627,142456,15364,5365
native_client/src/shared/platform/nacl_interruptible_mutex.c,133,69410,1616,2351
third_party/webrtc/common_audio/resampler/resampler.cc,418,83423,11120,2804
native_client/src/shared/platform/nacl_check.c,67,45808,552,1738
native_client/src/shared/platform/nacl_secure_random_common.c,80,48445,620,1820
native_client/src/shared/platform/nacl_interruptible_condvar.c,104,69686,1200,2391
native_client/src/shared/platform/nacl_global_secure_random.c,127,70180,1924,2378
native_client/src/shared/platform/nacl_host_desc_common.c,101,78389,1856,2746
native_client/src/shared/platform/linux/condition_variable.c,93,69313,1332,2408
native_client/src/shared/platform/nacl_time_common.c,76,51476,412,1939
native_client/src/shared/platform/nacl_sync_checked.c,105,69340,2304,2325
native_client/src/shared/platform/platform_init.c,117,70087,992,2380
third_party/skia/src/opts/SkBitmapProcState_opts_SSE2.cpp,470,214553,5308,8821
native_client/src/shared/platform/linux/nacl_secure_random.c,108,57818,2048,2112
native_client/src/shared/platform/refcount_base.cc,119,73181,2328,2663
native_client/src/shared/platform/linux/lock.c,95,66941,760,2295
third_party/skia/src/opts/SkBlitRow_opts_SSE2.cpp,492,203843,6392,8199
native_client/src/shared/platform/linux/nacl_exit.c,73,40296,392,1527
native_client/src/shared/platform/nacl_log.c,249,96698,12824,3380
native_client/src/shared/platform/linux/nacl_find_addrsp.c,101,53871,420,2033
native_client/src/shared/platform/linux/nacl_thread_id.c,78,50573,336,1799
native_client/src/shared/platform/linux/nacl_timestamp.c,62,15927,656,625
native_client/src/shared/platform/linux/nacl_threads.c,109,62387,2028,2120
native_client/src/shared/platform/linux/nacl_host_desc.c,170,89683,4452,3069
native_client/src/shared/platform/linux/nacl_time.c,164,153575,1256,5634
native_client/src/shared/platform/osx/strnlen_osx.c,69,25677,360,967
native_client/src/shared/platform/osx/nacl_semaphore.c,100,78541,1144,2687
native_client/src/shared/platform/osx/nacl_host_dir.c,110,89816,1964,3013
native_client/src/shared/platform/osx/nacl_clock.c,149,124631,1660,4340
third_party/angle/src/compiler/CodeGenGLSL.cpp,951,858651,840,32264
third_party/angle/src/compiler/OutputGLSL.cpp,962,886158,1568,33125
third_party/webrtc/modules/udp_transport/source/udp_socket_wrapper.cc,124,72383,2756,3073
third_party/webrtc/modules/video_coding/codecs/i420/main/source/i420.cc,192,51975,4712,2290
third_party/angle/src/compiler/OutputESSL.cpp,1029,886313,1864,33130
third_party/angle/src/compiler/VersionGLSL.cpp,876,831172,1936,31333
third_party/webrtc/modules/audio_coding/codecs/iSAC/main/source/entropy_coding.c,1374,134907,44652,4960
third_party/webrtc/modules/udp_transport/source/udp_socket_posix.cc,177,90645,5668,3746
third_party/angle/src/compiler/ShaderLang.cpp,986,864647,2412,32486
third_party/webrtc/modules/udp_transport/source/udp_socket_manager_wrapper.cc,245,249945,2596,10054
third_party/angle/src/compiler/TranslatorESSL.cpp,1061,887403,3176,33161
third_party/angle/src/compiler/TranslatorGLSL.cpp,1091,888024,4372,33186
third_party/webrtc/modules/udp_transport/source/udp_socket_manager_posix.cc,421,271831,10000,10828
third_party/webrtc/modules/rtp_rtcp/source/rtcp_receiver_help.cc,359,286742,4516,11418
third_party/webrtc/modules/rtp_rtcp/source/bitrate.cc,412,302934,3600,12162
third_party/webrtc/modules/rtp_rtcp/source/dtmf_queue.cc,85,21399,1848,1029
third_party/webrtc/modules/rtp_rtcp/source/ssrc_database.cc,389,233048,6424,9312
third_party/webrtc/modules/rtp_rtcp/source/rtp_header_extension.cc,448,261393,4588,10400
third_party/webrtc/modules/rtp_rtcp/source/bandwidth_management.cc,300,286945,3456,11314
third_party/webrtc/modules/rtp_rtcp/source/tmmbr_help.cc,212,28969,6144,1278
third_party/webrtc/modules/rtp_rtcp/source/rtp_utility.cc,411,307260,8332,12157
third_party/webrtc/modules/rtp_rtcp/source/rtcp_utility.cc,545,144256,13956,6026
third_party/webrtc/modules/rtp_rtcp/source/remote_rate_control.cc,179,44548,8468,1765
third_party/webrtc/modules/rtp_rtcp/source/rtp_receiver_audio.cc,513,312928,7424,12107
third_party/webrtc/modules/udp_transport/source/udp_transport_impl.cc,845,179312,34392,7065
third_party/angle/src/compiler/OutputGLSLBase.cpp,1693,909695,25316,33816
third_party/webrtc/modules/rtp_rtcp/source/overuse_detector.cc,410,323711,6816,12786
third_party/webrtc/modules/rtp_rtcp/source/rtp_sender_audio.cc,534,410302,6984,16130
third_party/webrtc/modules/rtp_rtcp/source/receiver_fec.cc,478,369614,4680,14645
third_party/webrtc/modules/rtp_rtcp/source/rtp_sender.cc,984,443897,28596,17517
native_client/src/trusted/debug_stub/debug_stub.cc,43,873,680,40
third_party/webrtc/modules/rtp_rtcp/source/rtp_receiver_video.cc,584,517708,8376,19777
third_party/webrtc/modules/rtp_rtcp/source/transmission_bucket.cc,354,218606,2760,8766
native_client/src/trusted/debug_stub/event_common.cc,99,63705,2864,2326
third_party/webrtc/modules/rtp_rtcp/source/rtp_receiver.cc,1108,541870,23624,20812
third_party/webrtc/modules/rtp_rtcp/source/forward_error_correction.cc,771,371752,10456,14688
native_client/src/trusted/debug_stub/posix/debug_stub_posix.cc,128,873,360,36
third_party/webrtc/modules/rtp_rtcp/source/rtcp_sender.cc,1308,551026,25972,21197
third_party/webrtc/modules/rtp_rtcp/source/rtp_sender_video.cc,696,485835,9124,18764
third_party/webrtc/modules/rtp_rtcp/source/vp8_partition_aggregator.cc,540,395046,4300,15282
third_party/webrtc/modules/rtp_rtcp/source/rtp_format_vp8.cc,779,341784,10896,13296
third_party/webrtc/modules/rtp_rtcp/source/rtcp_receiver.cc,1389,544419,27620,20561
native_client/src/trusted/debug_stub/platform_common.cc,387,456109,936,17109
native_client/src/trusted/debug_stub/posix/mutex_impl.cc,163,37259,3040,1407
third_party/webrtc/modules/rtp_rtcp/source/rtp_rtcp_impl.cc,1509,586868,64296,22187
third_party/webrtc/modules/rtp_rtcp/source/forward_error_correction_internal.cc,1103,971863,183076,27272
third_party/ots/src/cvt.cc,329,326657,1124,12081
third_party/ots/src/fpgm.cc,329,326624,1112,12075
third_party/webrtc/modules/rtp_rtcp/source/rtp_packet_history.cc,1231,332624,11836,13142
native_client/src/trusted/debug_stub/posix/platform_impl.cc,888,889622,3412,33877
third_party/ots/src/gasp.cc,524,379193,2504,14124
native_client/src/trusted/debug_stub/posix/thread_impl.cc,584,464906,7632,17577
third_party/ots/src/hhea.cc,326,379693,1020,14157
third_party/ots/src/head.cc,352,328812,2500,12175
third_party/ots/src/gdef.cc,644,389690,4332,14500
third_party/ots/src/gsub.cc,587,396125,6488,14732
third_party/ots/src/glyf.cc,630,385271,3956,14376
native_client/src/trusted/debug_stub/transport_common.cc,943,751483,7572,28443
third_party/ots/src/gpos.cc,682,400949,7892,14872
third_party/ots/src/hdmx.cc,679,379848,5608,14169
third_party/ots/src/hmtx.cc,361,379498,1088,14144
native_client/src/trusted/debug_stub/nacl_debug.cc,1094,903257,9428,34483
third_party/ots/src/maxp.cc,328,329117,2296,12169
third_party/ots/src/ltsh.cc,397,377647,2100,14089
third_party/ots/src/loca.cc,476,378266,2424,14124
third_party/ots/src/prep.cc,267,326624,1112,12075
third_party/ots/src/cff_type2_charstring.cc,1178,595295,7636,22070
third_party/ots/src/os2.cc,390,334327,4516,12370
third_party/libpng/pnggccrd.c,60,232,152,9
third_party/libpng/pngget.c,166,97145,2852,3617
third_party/ots/src/metrics.cc,587,382737,4536,14270
third_party/ots/src/cff.cc,1316,546487,12688,20305
third_party/ots/src/vhea.cc,304,380131,1112,14182
third_party/libpng/pngerror.c,165,91177,1752,3385
third_party/libpng/png.c,199,98586,6472,3788
third_party/libpng/pngmem.c,108,90163,1324,3325
third_party/ots/src/vmtx.cc,345,379888,1180,14167
third_party/libpng/pngrio.c,108,88953,1044,3268
third_party/libpng/pngvcrd.c,45,229,152,9
third_party/ots/src/kern.cc,893,381064,7764,14196
third_party/libpng/pngtrans.c,153,94356,1612,3519
third_party/libpng/pngset.c,163,99842,4236,3699
third_party/libpng/pngwio.c,105,89424,1228,3286
third_party/ots/src/vorg.cc,474,377964,2640,14077
third_party/ots/src/post.cc,713,523962,4992,19385
third_party/libpng/pngwtran.c,122,88080,476,3221
third_party/libpng/pngpread.c,349,112317,10412,4176
third_party/libpng/pngread.c,328,112336,11516,4202
third_party/yasm/source/patched-yasm/libyasm/xmalloc.c,87,46033,1152,1837
third_party/yasm/source/patched-yasm/libyasm/xstrdup.c,78,40627,684,1593
third_party/yasm/source/patched-yasm/modules/preprocs/nasm/genversion.c,89,37995,1868,1533
third_party/yasm/source/patched-yasm/tools/re2c/main.c,119,48475,5196,2056
third_party/libpng/pngwrite.c,307,112501,10856,4288
third_party/yasm/source/patched-yasm/libyasm/phash.c,239,46321,2932,1708
third_party/libpng/pngrtran.c,484,125165,9296,4634
third_party/libpng/pngrutil.c,466,131073,16200,4974
third_party/yasm/source/patched-yasm/tools/re2c/dfa.c,197,51933,4432,2279
third_party/yasm/source/patched-yasm/tools/re2c/mbo_getopt.c,94,35410,2000,1429
third_party/yasm/source/patched-yasm/tools/re2c/translate.c,39,5210,1216,105
third_party/yasm/source/patched-yasm/tools/re2c/substr.c,87,35750,1244,1408
third_party/yasm/source/patched-yasm/genstring.c,78,33766,1764,1301
third_party/yasm/source/patched-yasm/tools/re2c/parser.c,291,47745,11444,2030
third_party/ots/src/name.cc,1170,529762,15304,19595
third_party/ots/src/vdmx.cc,1016,380405,9212,14182
third_party/yasm/source/patched-yasm/tools/genmacro/genmacro.c,89,34711,2068,1333
third_party/yasm/source/patched-yasm/tools/re2c/scanner.c,233,55504,4920,2421
third_party/yasm/source/patched-yasm/libyasm/genmodule.c,163,41923,4592,1684
third_party/yasm/source/patched-yasm/tools/re2c/actions.c,393,64449,11300,2850
third_party/libpng/pngwutil.c,589,133284,15268,5119
third_party/ots/src/layout.cc,1553,416797,11180,15523
third_party/yasm/source/patched-yasm/tools/re2c/code.c,548,67160,17824,2985
third_party/ots/src/ots.cc,1483,474054,22104,17587
third_party/ots/src/cmap.cc,2338,473403,23008,17661
third_party/protobuf/src/google/protobuf/stubs/structurally_valid.cc,420,459722,4720,15839
third_party/protobuf/src/google/protobuf/stubs/substitute.cc,465,473498,3320,17770
third_party/protobuf/src/google/protobuf/service.cc,304,409856,1372,15483
third_party/protobuf/src/google/protobuf/stubs/strutil.cc,1194,771397,18960,29045
third_party/protobuf/src/google/protobuf/io/zero_copy_stream_impl.cc,776,711848,17352,27161
third_party/protobuf/src/google/protobuf/io/printer.cc,563,524416,8868,19760
third_party/protobuf/src/google/protobuf/reflection_ops.cc,962,853540,7700,32365
breakpad/src/client/mac/crash_generation/ConfigFile.mm,1740,3375651,4844,105728
third_party/protobuf/src/google/protobuf/extension_set_heavy.cc,1778,1206744,15324,41755
third_party/protobuf/src/google/protobuf/io/tokenizer.cc,771,482990,13756,18413
third_party/protobuf/src/google/protobuf/dynamic_message.cc,1609,1231689,11488,43543
third_party/protobuf/src/google/protobuf/wire_format.cc,1601,1277973,20900,44501
breakpad/src/client/mac/crash_generation/Inspector.mm,2253,3890928,11284,129569
base/event_recorder_stubs.cc,52,13805,664,576
third_party/protobuf/src/google/protobuf/message.cc,1834,1301425,19076,46160
breakpad/src/client/mac/crash_generation/InspectorMain.mm,2279,4262743,1228,141017
third_party/protobuf/src/google/protobuf/text_format.cc,1975,1258711,44208,44747
base/base64.cc,697,801547,1396,30195
base/md5.cc,857,809706,4776,30401
third_party/protobuf/src/google/protobuf/compiler/importer.cc,1576,1203207,19288,42927
third_party/protobuf/src/google/protobuf/descriptor_database.cc,2625,1228813,37480,42890
base/file_descriptor_shuffle.cc,804,748455,3996,28246
base/third_party/dmg_fp/g_fmt.cc,65,1610,904,116
third_party/protobuf/src/google/protobuf/generated_message_reflection.cc,2793,1208285,57232,41058
base/third_party/icu/icu_utf.cc,95,16029,1456,594
out/Release/gen/experimental-libraries.cc,1611,1191488,8816,38987
base/message_pump_libevent.cc,1151,825361,15632,31406
v8/src/snapshot-empty.cc,1541,1159678,1260,38969
base/time_posix.cc,610,715461,884,27093
base/time_mac.cc,780,960425,3304,34844
base/sync_socket_posix.cc,1011,1030657,5444,39321
base/string16.cc,1515,801770,32932,30212
base/bind_helpers.cc,611,751871,1124,28593
base/build_time.cc,568,715421,1192,27091
base/debug/alias.cc,47,572,304,54
base/metrics/field_trial.cc,1644,969570,29288,36293
base/base_paths.cc,804,976963,776,37033
base/at_exit.cc,1132,977084,9436,35488
base/callback_internal.cc,670,726423,1912,27539
base/third_party/nspr/prtime.cc,1176,928695,9700,33168
base/cpu.cc,288,394655,748,14763
third_party/protobuf/src/google/protobuf/compiler/parser.cc,3073,1278736,69796,45287
base/debug/debugger.cc,643,716822,904,27122
base/message_pump_mac.mm,2498,4297032,16024,138502
base/debug/stack_trace.cc,654,685805,2628,25900
out/Release/gen/libraries.cc,3414,2243624,241952,39023
base/debug/debugger_posix.cc,785,865757,2208,32869
base/third_party/dmg_fp/dtoa_wrapper.cc,2014,780319,36136,30339
base/debug/profiler.cc,958,1128729,724,46267
base/environment.cc,798,840866,3084,31654
base/debug/trace_event.cc,907,995000,1128,37781
base/debug/stack_trace_posix.cc,946,855120,6072,32458
base/command_line.cc,1542,910887,20048,34253
base/base_paths_mac.mm,2317,3954435,5608,127493
base/file_util.cc,1143,1032948,13472,39290
base/file_path.cc,1574,1096384,28332,39140
third_party/protobuf/src/google/protobuf/descriptor.pb.cc,5747,1456863,199660,49126
base/files/file_path_watcher.cc,994,1038678,3080,39767
base/json/json_string_value_serializer.cc,776,897368,1504,33942
base/global_descriptors_posix.cc,957,871070,2880,33035
base/json/json_file_value_serializer.cc,924,1010916,4684,38316
base/json/json_reader.cc,1276,944521,16492,35573
base/json/string_escape.cc,825,842550,2560,31687
base/lazy_instance.cc,719,819080,752,30988
base/json/json_writer.cc,1005,900559,9188,33823
base/mac/os_crash_dumps.cc,69,33005,608,1285
base/location.cc,799,868226,4000,32760
base/files/file_path_watcher_kqueue.cc,1769,1260769,18568,46450
base/file_util_proxy.cc,1998,1256561,41320,46085
base/file_util_mac.mm,2283,3925599,1120,126498
base/file_version_info_mac.mm,2183,3770976,5968,120673
base/file_util_posix.cc,2311,1319806,34124,48099
base/logging.cc,1305,1144966,24120,46698
base/debug/trace_event_impl.cc,3058,1531959,45184,59934
base/mac/crash_logging.mm,1340,2982093,1784,91118
base/memory/ref_counted.cc,570,717416,1396,27114
base/memory/singleton.cc,629,818398,412,30970
base/memory/ref_counted_memory.cc,690,770051,4600,29140
base/mac/mac_logging.cc,1346,2415996,1388,76848
base/message_pump.cc,192,218175,972,8345
base/memory/weak_ptr.cc,648,722659,3680,27282
base/mac/bundle_locations.mm,2015,3765451,3956,120420
base/message_loop_proxy.cc,749,922821,996,33531
base/message_pump_default.cc,668,760882,3076,29199
base/message_loop_proxy_impl.cc,882,963097,4392,36959
third_party/protobuf/src/google/protobuf/descriptor.cc,8447,1414541,173244,49716
base/mac/objc_property_releaser.mm,1915,3635821,3436,115320
base/mac/scoped_nsautorelease_pool.mm,1892,3618714,2312,114939
base/mac/scoped_nsexception_enabler.mm,1932,3647731,3844,115659
base/metrics/stats_counters.cc,780,818637,6576,31260
base/mac/foundation_util.mm,2633,3807905,36064,120616
base/mach_ipc_mac.mm,2113,3774850,10924,124331
base/native_library_mac.mm,975,1196168,3000,43640
base/mac/scoped_sending_event.mm,2305,4275869,2568,137511
base/profiler/tracked_time.cc,95,39551,2012,1619
base/platform_file.cc,670,828588,620,31398
base/pickle.cc,849,720163,13940,26869
base/path_service.cc,1208,1001087,11808,37761
base/pending_task.cc,896,975066,1940,37237
base/metrics/stats_table.cc,1432,1181256,13872,48701
base/platform_file_posix.cc,815,869834,4376,32807
base/process_posix.cc,903,1113135,1720,45768
base/safe_strerror_posix.cc,301,394985,1168,14777
base/profiler/alternate_timer.cc,636,694357,3384,26168
base/process_util.cc,992,1088694,4256,44836
base/scoped_native_library.cc,408,599814,1500,21006
base/profiler/scoped_profile.cc,816,936771,1276,35482
base/mac/mac_util.mm,3186,5690045,20100,180158
base/sha1_portable.cc,369,398936,2584,15004
base/message_loop.cc,2785,1546046,45004,55628
base/rand_util.cc,865,854955,6936,31960
base/synchronization/lock.cc,44,229,152,9
base/property_bag.cc,932,752638,7772,28410
base/rand_util_posix.cc,917,994762,3124,37458
base/sequenced_task_runner.cc,814,922760,2060,33537
base/scoped_temp_dir.cc,879,977437,2600,37049
base/process_util_posix.cc,1744,1290835,19636,52745
base/metrics/histogram.cc,2811,957761,78308,34737
base/stringprintf.cc,833,845508,3756,31764
base/string_piece.cc,1081,806526,14272,30347
base/supports_user_data.cc,834,773920,6088,29170
base/synchronization/cancellation_flag.cc,634,716934,460,27181
base/shared_memory_posix.cc,1206,1223260,13228,44481
base/synchronization/lock_impl_posix.cc,609,695998,2652,26250
base/synchronization/condition_variable_posix.cc,720,722717,5760,27372
base/string_split.cc,1318,851935,16144,31862
base/synchronization/waitable_event_watcher_posix.cc,1143,1154657,8008,42786
base/string_number_conversions.cc,1728,840077,17516,31592
base/threading/non_thread_safe_impl.cc,594,719227,1680,27350
base/task_runner.cc,731,849940,2536,32431
base/sys_info_posix.cc,815,982011,1680,37204
base/synchronization/waitable_event_posix.cc,1316,994546,11872,38423
base/threading/thread_checker_impl.cc,98,56671,1376,2275
base/threading/platform_thread_posix.cc,829,947504,2340,36074
base/system_monitor/system_monitor_posix.cc,1068,1273134,920,46378
base/system_monitor/system_monitor_mac.mm,1123,1276974,5752,46466
base/threading/thread_restrictions.cc,43,13726,152,518
base/threading/post_task_and_reply_impl.cc,920,1045817,4168,38255
base/sys_info_mac.cc,1807,3339586,3936,104600
base/threading/thread_collision_warner.cc,613,720255,2020,27271
base/threading/thread_local_posix.cc,610,696152,1932,26253
base/threading/thread_local_storage_posix.cc,648,697573,2824,26266
base/string_util.cc,2540,1010057,38480,37770
base/threading/watchdog.cc,766,739939,8188,27821
base/threading/thread.cc,1130,1168284,8264,43045
base/time.cc,874,1051566,3368,38245
base/threading/simple_thread.cc,1273,956250,13000,36210
base/threading/worker_pool.cc,980,1135927,1028,41685
base/process_util_mac.mm,4052,6116270,27832,200148
base/system_monitor/system_monitor.cc,2378,1356215,35016,49397
base/utf_string_conversion_utils.cc,367,404252,3288,15126
base/sys_string_conversions_mac.mm,2188,3764385,5928,120275
base/tracking_info.cc,808,935811,792,35501
base/threading/platform_thread_mac.mm,2269,4008502,5648,133298
base/timer.cc,1026,1126312,2136,41493
third_party/icu/source/i18n/csr2022.cpp,146,55162,4328,2264
base/threading/sequenced_worker_pool.cc,1934,1045350,27792,40062
base/utf_offset_string_conversions.cc,945,815060,6520,30789
third_party/icu/source/i18n/coptccal.cpp,464,551739,8416,20555
base/value_conversions.cc,706,866884,1240,32757
third_party/icu/source/i18n/csmatch.cpp,347,501547,1036,18382
third_party/libxml/src/chvalid.c,156,28112,3976,762
base/threading/worker_pool_posix.cc,1509,1266861,12220,46347
base/utf_string_conversions.cc,932,845649,6404,31755
base/version.cc,872,848663,5500,31822
third_party/icu/source/i18n/cpdtrans.cpp,704,594174,14712,22663
third_party/icu/source/i18n/csdetect.cpp,631,525065,12492,19675
third_party/icu/source/i18n/colldata.cpp,848,760211,20972,28670
base/vlog.cc,877,833944,6220,31373
third_party/libxml/src/DOCBparser.c,217,219759,3464,8324
third_party/libxml/src/dict.c,374,217802,7856,8516
third_party/libxml/src/globals.c,249,217249,14552,8415
third_party/libxml/src/nanoftp.c,56,10492,152,373
third_party/libxml/src/nanohttp.c,52,10499,152,373
third_party/libxml/src/entities.c,366,236448,10152,8973
third_party/libxml/src/list.c,238,208539,4976,8115
third_party/libxml/src/error.c,401,221235,11272,8325
third_party/libxml/src/c14n.c,626,267634,21664,10075
base/values.cc,1640,945827,34376,35217
third_party/libxml/src/HTMLtree.c,378,247025,11400,9529
third_party/libxml/src/legacy.c,373,244968,19656,8931
third_party/libxml/src/SAX.c,148,233115,3208,8959
third_party/libxml/src/hash.c,512,218621,8728,8353
third_party/libxml/src/threads.c,178,222453,3716,8461
third_party/libxml/src/encoding.c,636,255197,20512,9915
base/tracked_objects.cc,2091,1044387,39652,39745
third_party/libxml/src/xlink.c,167,225677,1972,8598
third_party/libxml/src/catalog.c,1027,310924,40564,11736
third_party/libxml/src/xmlmodule.c,143,203930,2452,7776
third_party/libxml/src/debugXML.c,1108,328482,45908,12043
third_party/libxml/src/parserInternals.c,718,290813,23556,10888
third_party/libxml/src/xmlmemory.c,223,216511,9568,8494
third_party/libxml/src/schematron.c,671,260255,17164,9735
third_party/libxml/src/xmlIO.c,591,289463,26204,11130
third_party/libxml/src/SAX2.c,935,292612,30180,11293
third_party/libxml/src/uri.c,893,253387,20556,9536
third_party/libxml/src/xmlstring.c,342,229835,6856,8790
third_party/libxml/src/xinclude.c,884,278770,25476,10821
third_party/libxml/src/pattern.c,1156,265271,16952,10192
third_party/libxml/src/xmlunicode.c,374,109938,32572,2595
third_party/libxml/src/xmlsave.c,668,272090,24280,10232
third_party/icu/source/i18n/anytrans.cpp,531,540096,11132,20164
third_party/icu/source/i18n/bms.cpp,416,567820,2116,21375
