name,t_ms,in_size_bytes,out_size_bytes,nlines
third_party/WebKit/Source/WebCore/loader/HistoryController.cpp,2681,3390974,19880,106969
third_party/WebKit/Source/WebCore/loader/NavigationScheduler.cpp,2772,3414436,18196,107172
third_party/WebKit/Source/WebCore/loader/PolicyCallback.cpp,2539,3325651,13876,104805
third_party/WebKit/Source/WebCore/loader/LinkLoader.cpp,3505,3922315,6084,121464
third_party/WebKit/Source/WebCore/loader/MainResourceLoader.cpp,3534,3545453,38060,110458
third_party/WebKit/Source/WebCore/loader/ProgressTracker.cpp,1982,3157622,6904,100107
third_party/WebKit/Source/WebCore/loader/ImageLoader.cpp,3486,3670564,19884,113798
third_party/WebKit/Source/WebCore/inspector/InspectorStyleSheet.cpp,7359,4206733,81688,130054
third_party/WebKit/Source/WebCore/loader/PolicyChecker.cpp,2781,3360394,16408,105819
third_party/WebKit/Source/WebCore/loader/SinkDocument.cpp,1401,2891647,15896,91354
third_party/WebKit/Source/WebCore/loader/DocumentLoader.cpp,4920,3545109,50080,110477
third_party/WebKit/Source/WebCore/loader/PingLoader.cpp,2542,3414725,13520,107055
third_party/WebKit/Source/WebCore/loader/ResourceLoadNotifier.cpp,2575,3433270,9264,107511
third_party/WebKit/Source/WebCore/loader/archive/Archive.cpp,765,2581565,960,80425
third_party/WebKit/Source/WebCore/loader/archive/ArchiveResource.cpp,1158,2581648,10152,80412
third_party/WebKit/Source/WebCore/loader/archive/ArchiveFactory.cpp,1108,2594615,8760,80817
third_party/WebKit/Source/WebCore/loader/cache/CachedShader.cpp,107,2032107,152,62286
third_party/WebKit/Source/WebCore/loader/archive/mhtml/MHTMLArchive.cpp,2667,3276987,13784,103845
third_party/WebKit/Source/WebCore/loader/cache/CachedCSSStyleSheet.cpp,1093,2664284,7276,82854
third_party/WebKit/Source/WebCore/loader/ResourceLoadScheduler.cpp,3113,3428474,18632,107522
third_party/WebKit/Source/WebCore/loader/TextResourceDecoder.cpp,1898,2992591,10084,94328
third_party/WebKit/Source/WebCore/loader/TextTrackLoader.cpp,2000,3093269,10240,97599
third_party/WebKit/Source/WebCore/loader/appcache/DOMApplicationCache.cpp,2094,3256565,6176,103078
third_party/WebKit/Source/WebCore/loader/archive/ArchiveResourceCollection.cpp,1183,2585081,8968,80509
third_party/WebKit/Source/WebCore/loader/ThreadableLoader.cpp,2325,3413851,1796,107293
third_party/WebKit/Source/WebCore/loader/SubresourceLoader.cpp,2705,3274312,21852,103616
third_party/WebKit/Source/WebCore/loader/cache/CachedResourceHandle.cpp,788,2636429,604,81955
third_party/WebKit/Source/WebCore/loader/archive/mhtml/MHTMLParser.cpp,1255,2604439,11912,81115
third_party/WebKit/Source/WebCore/loader/chromium/DocumentThreadableLoaderChromium.cpp,822,2650557,508,82349
third_party/WebKit/Source/WebCore/loader/cache/CachedTextTrack.cpp,1043,2713617,3488,84158
third_party/WebKit/Source/WebCore/loader/cache/CachedRawResource.cpp,1189,2720384,6808,84382
third_party/WebKit/Source/WebCore/loader/ResourceLoader.cpp,3519,3487282,31252,109049
third_party/WebKit/Source/WebCore/loader/WorkerThreadableLoader.cpp,3010,3449256,25668,108147
third_party/WebKit/Source/WebCore/loader/cache/CachedScript.cpp,964,2661115,6236,82802
third_party/WebKit/Source/WebCore/loader/SubframeLoader.cpp,4162,4091411,11632,126718
third_party/WebKit/Source/WebCore/loader/chromium/CachedRawResourceChromium.cpp,915,2638546,904,82015
third_party/WebKit/Source/WebCore/mathml/MathMLMathElement.cpp,103,2032102,152,62286
third_party/WebKit/Source/WebCore/loader/cache/CachedImage.cpp,3985,3886529,16732,120961
third_party/WebKit/Source/WebCore/loader/cache/CachedXSLStyleSheet.cpp,1028,2656186,5732,82606
third_party/WebKit/Source/WebCore/mathml/MathMLElement.cpp,126,2032082,152,62286
third_party/WebKit/Source/WebCore/mathml/MathMLTextElement.cpp,109,2032102,152,62286
third_party/WebKit/Source/WebCore/mathml/MathMLInlineContainerElement.cpp,105,2032157,152,62286
third_party/WebKit/Source/WebCore/loader/cache/CachedFont.cpp,2624,3321457,8056,105484
third_party/WebKit/Source/WebCore/loader/chromium/SubresourceLoaderChromium.cpp,847,2645479,520,82243
third_party/WebKit/Source/WebCore/loader/icon/IconDatabaseBase.cpp,740,2571227,5068,80087
third_party/WebKit/Source/WebCore/page/Crypto.cpp,354,2257261,644,69376
third_party/WebKit/Source/WebCore/loader/cache/CachedSVGDocument.cpp,1649,2984764,5548,94262
third_party/WebKit/Source/WebCore/loader/icon/PageURLRecord.cpp,734,2402368,4444,74269
third_party/WebKit/Source/WebCore/loader/icon/IconLoader.cpp,2112,3250000,5692,102690
third_party/WebKit/Source/WebCore/loader/icon/IconRecord.cpp,796,2501897,2100,77586
third_party/WebKit/Source/WebCore/loader/chromium/ResourceLoaderChromium.cpp,1751,3171692,708,100517
third_party/WebKit/Source/WebCore/notifications/NotificationController.cpp,955,2490030,4964,77250
third_party/WebKit/Source/WebCore/loader/icon/IconController.cpp,2447,3310583,9168,104420
third_party/WebKit/Source/WebCore/loader/cache/MemoryCache.cpp,2668,3128003,19736,98980
third_party/WebKit/Source/WebCore/loader/cache/CachedResource.cpp,3838,3288379,38716,104014
third_party/WebKit/Source/WebCore/page/DOMTimer.cpp,2408,3398950,7092,106729
third_party/WebKit/Source/WebCore/page/BarInfo.cpp,1733,3164198,1672,100546
third_party/WebKit/Source/WebCore/notifications/NotificationCenter.cpp,2240,3398329,2460,106884
third_party/WebKit/Source/WebCore/loader/cache/CachedResourceLoader.cpp,4307,3469938,46096,108523
third_party/WebKit/Source/WebCore/notifications/Notification.cpp,2705,3408139,14840,107278
third_party/WebKit/Source/WebCore/page/Screen.cpp,2327,3438599,3236,107925
third_party/WebKit/Source/WebCore/page/DOMWindowProperty.cpp,1630,3148712,1556,99550
third_party/WebKit/Source/WebCore/page/Chrome.cpp,4138,4042240,17560,125540
third_party/WebKit/Source/WebCore/page/DOMSelection.cpp,2404,3258971,14472,103360
third_party/WebKit/Source/WebCore/page/ContentSecurityPolicy.cpp,3151,3267801,36336,103555
third_party/WebKit/Source/WebCore/loader/FrameLoader.cpp,10691,6853938,141556,208254
third_party/WebKit/Source/WebCore/page/GroupSettings.cpp,386,2311388,860,71526
third_party/WebKit/Source/WebCore/page/Console.cpp,3245,3689038,17724,116420
third_party/WebKit/Source/WebCore/page/NavigatorBase.cpp,388,2308167,2200,71472
third_party/WebKit/Source/WebCore/page/EventSource.cpp,1938,2950361,20556,93051
third_party/WebKit/Source/WebCore/page/FrameDestructionObserver.cpp,1581,3118906,1704,99065
third_party/WebKit/Source/WebCore/page/FrameTree.cpp,2390,3305805,8060,104615
third_party/WebKit/Source/WebCore/page/FrameActionScheduler.cpp,1268,2847854,3676,90184
third_party/WebKit/Source/WebCore/page/OriginAccessEntry.cpp,443,2322098,1872,71899
third_party/WebKit/Source/WebCore/page/MemoryInfo.cpp,1518,3149366,732,99744
third_party/WebKit/Source/WebCore/page/MouseEventWithHitTestResults.cpp,1332,2980873,860,93712
third_party/WebKit/Source/WebCore/page/Navigator.cpp,2179,3305386,5492,104395
third_party/WebKit/Source/WebCore/page/History.cpp,2074,3270085,4860,103570
third_party/WebKit/Source/WebCore/page/PageVisibilityState.cpp,417,2305166,1656,71352
third_party/WebKit/Source/WebCore/page/ContextMenuController.cpp,5015,4124097,46088,126997
third_party/WebKit/Source/WebCore/page/DragController.cpp,5066,4263886,31796,131239
third_party/WebKit/Source/WebCore/page/Location.cpp,2321,3264737,13900,103046
third_party/WebKit/Source/WebCore/webaudio/DelayProcessor.cpp,1659,3563278,3432,106619
third_party/WebKit/Source/WebCore/page/NavigatorRegisterProtocolHandler.cpp,2193,3270902,6392,103672
third_party/WebKit/Source/WebCore/page/PageGroupLoadDeferrer.cpp,2092,3255841,2312,102991
third_party/WebKit/Source/WebCore/page/Settings.cpp,2589,3370119,19740,106390
third_party/WebKit/Source/WebCore/page/FocusController.cpp,4349,4123607,18452,127474
third_party/WebKit/Source/WebCore/page/Performance.cpp,1642,3122995,2124,99187
third_party/WebKit/Source/WebCore/page/PerformanceNavigation.cpp,1673,3138265,1492,99633
third_party/WebKit/Source/WebCore/page/PointerLock.cpp,1639,3143211,2128,99847
third_party/WebKit/Source/WebCore/storage/DatabaseAuthorizer.cpp,852,2397389,19572,74089
third_party/WebKit/Source/WebCore/page/PerformanceTiming.cpp,2153,3250991,8608,102977
third_party/WebKit/Source/WebCore/page/SpeechInputResult.cpp,405,2323045,928,71936
third_party/WebKit/Source/WebCore/page/SecurityPolicy.cpp,1089,2555365,13000,79565
third_party/WebKit/Source/WebCore/page/SpeechInput.cpp,993,2494591,8740,77485
third_party/WebKit/Source/WebCore/page/SpeechInputEvent.cpp,1179,2847502,4576,90171
third_party/WebKit/Source/WebCore/page/SpeechInputResultList.cpp,436,2323478,1320,71950
third_party/WebKit/Source/WebCore/page/SecurityOrigin.cpp,2111,2917152,24884,92302
third_party/WebKit/Source/WebCore/page/DOMWindow.cpp,7037,4144922,72356,128143
third_party/WebKit/Source/WebCore/page/PageGroup.cpp,3884,3549506,26000,112858
third_party/WebKit/Source/WebCore/page/PointerLockController.cpp,2399,3406875,3948,108077
third_party/WebKit/Source/WebCore/page/Frame.cpp,7003,6882516,32316,209259
third_party/WebKit/Source/WebCore/page/SuspendableTimer.cpp,664,2572083,3012,80058
third_party/WebKit/Source/WebCore/page/PageSerializer.cpp,3528,3460063,27220,109103
third_party/WebKit/Source/WebCore/page/WorkerNavigator.cpp,426,2323125,1388,71947
third_party/WebKit/Source/WebCore/page/UserContentURLPattern.cpp,795,2541177,5868,79120
third_party/WebKit/Source/WebCore/plugins/DOMMimeTypeArray.cpp,1756,3144113,3588,99910
third_party/WebKit/Source/WebCore/page/WindowFeatures.cpp,961,2451353,10868,75913
third_party/WebKit/Source/WebCore/page/scrolling/ScrollingThread.cpp,94,2032297,152,62288
third_party/WebKit/Source/WebCore/page/scrolling/ScrollingTreeNode.cpp,87,2032311,152,62288
third_party/WebKit/Source/WebCore/page/chromium/DragControllerChromium.cpp,1047,2861890,1492,90560
third_party/WebKit/Source/WebCore/page/scrolling/chromium/ScrollingCoordinatorChromium.cpp,1106,2804676,2060,88040
third_party/WebKit/Source/WebCore/plugins/DOMMimeType.cpp,1812,3192251,4088,101093
third_party/WebKit/Source/WebCore/page/FrameView.cpp,7515,4575180,88088,140595
third_party/WebKit/Source/WebCore/page/WebKitAnimation.cpp,2362,3344090,2548,104621
third_party/WebKit/Source/WebCore/page/WebKitAnimationList.cpp,2391,3343703,2160,104602
third_party/WebKit/Source/WebCore/page/SpatialNavigation.cpp,3861,4029520,9484,124914
third_party/WebKit/Source/WebCore/page/EventHandler.cpp,8416,4607741,94740,140890
third_party/WebKit/Source/WebCore/plugins/PluginData.cpp,552,2323925,2908,71975
third_party/WebKit/Source/WebCore/page/PrintContext.cpp,4899,4061320,27500,125812
third_party/WebKit/Source/WebCore/storage/StorageAreaImpl.cpp,2179,3296022,7740,104260
third_party/WebKit/Source/WebCore/plugins/DOMPlugin.cpp,1721,3121822,4088,99169
third_party/WebKit/Source/WebCore/plugins/chromium/PluginDataChromium.cpp,677,2426680,4152,75091
third_party/WebKit/Source/WebCore/page/Page.cpp,7521,6723883,44416,202118
third_party/WebKit/Source/WebCore/plugins/PluginDebug.cpp,1391,4564968,152,136969
third_party/WebKit/Source/WebCore/storage/ChangeVersionWrapper.cpp,769,2612345,4292,81251
third_party/WebKit/Source/WebCore/page/animation/ImplicitAnimation.cpp,3357,3698777,11448,114646
third_party/WebKit/Source/WebCore/plugins/DOMPluginArray.cpp,1679,3144163,2584,99923
third_party/WebKit/Source/WebCore/page/chromium/EventHandlerChromium.cpp,3568,3898721,5708,121203
third_party/WebKit/Source/WebCore/storage/DatabaseContext.cpp,970,2621671,5088,81632
third_party/WebKit/Source/WebCore/storage/StorageTask.cpp,546,2467912,2720,76032
third_party/WebKit/Source/WebCore/page/animation/CompositeAnimation.cpp,4155,3567385,20420,110926
third_party/WebKit/Source/WebCore/storage/DatabaseSync.cpp,824,2594724,8156,80838
third_party/WebKit/Source/WebCore/storage/DOMWindowSQLDatabase.cpp,1992,3268864,1128,103151
third_party/WebKit/Source/WebCore/storage/SQLException.cpp,407,2326864,1472,72094
third_party/WebKit/Source/WebCore/storage/DatabaseTask.cpp,890,2616170,7052,81432
third_party/WebKit/Source/WebCore/storage/StorageThread.cpp,682,2465196,4608,75985
third_party/WebKit/Source/WebCore/plugins/PluginViewNone.cpp,2198,5081444,1988,154909
third_party/WebKit/Source/WebCore/page/animation/KeyframeAnimation.cpp,4214,4062570,13460,125594
third_party/WebKit/Source/WebCore/storage/SQLResultSet.cpp,474,2326588,1016,72117
third_party/WebKit/Source/WebCore/storage/SQLResultSetRowList.cpp,443,2323552,340,71948
third_party/WebKit/Source/WebCore/page/scrolling/ScrollingCoordinator.cpp,4133,4167771,7412,129198
third_party/WebKit/Source/WebCore/storage/StorageInfo.cpp,194,2115006,484,64903
third_party/WebKit/Source/WebCore/storage/DatabaseThread.cpp,1307,2627260,10192,81784
third_party/WebKit/Source/WebCore/storage/AbstractDatabase.cpp,2224,2608569,41876,81259
third_party/WebKit/Source/WebCore/storage/SQLStatementSync.cpp,674,2344255,6668,72688
third_party/WebKit/Source/WebCore/page/animation/AnimationController.cpp,5041,4084727,28772,126609
third_party/WebKit/Source/WebCore/webaudio/AudioListener.cpp,311,2205609,604,68172
third_party/WebKit/Source/WebCore/storage/SQLStatement.cpp,1168,2620275,10944,81474
third_party/WebKit/Source/WebCore/storage/SQLTransactionSync.cpp,982,2597696,8808,80854
third_party/WebKit/Source/WebCore/storage/StorageMap.cpp,872,2413444,9236,74497
third_party/WebKit/Source/WebCore/webaudio/AudioChannelSplitter.cpp,388,2235640,3796,68655
third_party/WebKit/Source/WebCore/plugins/IFrameShimSupport.cpp,3531,3859860,2888,120030
third_party/WebKit/Source/WebCore/storage/chromium/IDBFactoryBackendInterface.cpp,864,2691455,408,85278
third_party/WebKit/Source/WebCore/webaudio/AudioBufferSourceNode.cpp,2574,3899504,12564,119017
third_party/WebKit/Source/WebCore/storage/SQLTransactionCoordinator.cpp,1407,2613320,12024,81255
third_party/WebKit/Source/WebCore/storage/StorageEvent.cpp,1231,2849541,5956,90236
third_party/WebKit/Source/WebCore/storage/SQLTransaction.cpp,1574,2646208,25544,82372
third_party/WebKit/Source/WebCore/storage/Database.cpp,2916,3473718,20736,108836
third_party/WebKit/Source/WebCore/storage/chromium/IDBKeyPathBackendImpl.cpp,728,2503214,1668,78834
third_party/WebKit/Source/WebCore/storage/StorageNamespaceImpl.cpp,1318,2571224,13628,80053
third_party/WebKit/Source/WebCore/storage/Storage.cpp,1766,3172664,2848,100540
third_party/WebKit/Source/WebCore/storage/StorageSyncManager.cpp,1865,3187440,4468,101060
third_party/WebKit/Source/WebCore/storage/chromium/SQLTransactionClientChromium.cpp,766,2578459,1844,80231
third_party/WebKit/Source/WebCore/storage/chromium/QuotaTracker.cpp,1022,2458867,10440,76000
third_party/WebKit/Source/WebCore/storage/StorageAreaSync.cpp,1968,3020232,17536,95117
third_party/WebKit/Source/WebCore/storage/chromium/DatabaseTrackerChromium.cpp,1568,2592107,19748,80716
third_party/WebKit/Source/WebCore/storage/StorageTracker.cpp,1429,2644199,24860,82243
third_party/WebKit/Source/WebCore/webaudio/AsyncAudioDecoder.cpp,587,2291761,5932,70373
third_party/WebKit/Source/WebCore/page/animation/AnimationBase.cpp,6854,3783393,118504,116787
third_party/WebKit/Source/WebCore/webaudio/WaveShaperDSPKernel.cpp,370,2271621,1128,69949
third_party/WebKit/Source/WebCore/webaudio/AudioBasicProcessorNode.cpp,1598,3559568,4036,106610
third_party/WebKit/Source/WebCore/webaudio/AudioBuffer.cpp,1716,3556896,6384,106416
third_party/WebKit/Source/WebCore/webaudio/AudioDestinationNode.cpp,1598,3558428,4092,106560
third_party/WebKit/Source/WebCore/webaudio/LowPass2FilterNode.cpp,1514,3567367,2712,106774
third_party/WebKit/Source/WebCore/webaudio/AudioChannelMerger.cpp,1598,3558139,3396,106526
third_party/WebKit/Source/WebCore/webaudio/AudioGainNode.cpp,1691,3564702,5992,106759
third_party/WebKit/Source/WebCore/webaudio/AudioProcessingEvent.cpp,1219,2862923,4336,90703
third_party/WebKit/Source/WebCore/webaudio/DefaultAudioDestinationNode.cpp,366,2266778,3668,69703
third_party/WebKit/Source/WebCore/webaudio/AudioParam.cpp,1508,3560866,1980,106532
third_party/WebKit/Source/WebCore/webaudio/AudioNodeOutput.cpp,1730,3559264,6256,106600
third_party/WebKit/Source/WebCore/webaudio/AudioNode.cpp,1721,3562960,6248,106805
third_party/WebKit/Source/WebCore/webaudio/AudioNodeInput.cpp,1884,3560587,8336,106664
third_party/WebKit/Source/WebCore/webaudio/BiquadDSPKernel.cpp,1526,3569501,3044,106851
third_party/WebKit/Source/WebCore/webaudio/BiquadFilterNode.cpp,1519,3570658,3184,106928
third_party/WebKit/Source/WebCore/webaudio/AudioParamTimeline.cpp,1692,3566276,7172,106684
third_party/WebKit/Source/WebCore/webaudio/AudioPannerNode.cpp,1882,3614194,9696,108774
third_party/WebKit/Source/WebCore/webaudio/RealtimeAnalyserNode.cpp,361,2240584,3800,68819
third_party/WebKit/Source/WebCore/webaudio/WaveShaperProcessor.cpp,404,2271791,3340,69954
third_party/WebKit/Source/WebCore/webaudio/BiquadProcessor.cpp,1657,3569320,7364,106851
third_party/WebKit/Source/WebCore/webaudio/DelayNode.cpp,1439,3562596,2496,106607
third_party/WebKit/Source/WebCore/webaudio/ConvolverNode.cpp,1675,3564834,5672,106832
third_party/WebKit/Source/WebCore/webaudio/DelayDSPKernel.cpp,1534,3566180,3860,106726
third_party/WebKit/Source/WebCore/webaudio/HighPass2FilterNode.cpp,1548,3567385,2716,106774
third_party/WebKit/Source/WebCore/webaudio/RealtimeAnalyser.cpp,1219,3295262,6076,97856
third_party/WebKit/Source/WebCore/webaudio/OfflineAudioCompletionEvent.cpp,1314,2862854,4252,90701
third_party/WebKit/Source/WebCore/webaudio/DynamicsCompressorNode.cpp,1789,3576798,7372,107213
third_party/WebKit/Source/WebCore/workers/AbstractWorker.cpp,2212,3401834,6016,106866
third_party/WebKit/Source/WebCore/webaudio/OfflineAudioDestinationNode.cpp,1605,3557080,6528,106415
third_party/WebKit/Source/WebCore/webaudio/WaveShaperNode.cpp,1522,3567925,2592,106812
third_party/WebKit/Source/WebCore/webaudio/AudioContext.cpp,3934,4292708,28752,132693
third_party/WebKit/Source/WebCore/xml/DOMParser.cpp,1261,2886329,1296,91144
third_party/WebKit/Source/WebCore/workers/WorkerLocation.cpp,859,2537112,7132,78957
third_party/WebKit/Source/WebCore/webaudio/JavaScriptAudioNode.cpp,2531,3952603,10588,120485
third_party/WebKit/Source/WebCore/workers/WorkerRunLoop.cpp,2405,3403120,8024,107056
third_party/WebKit/Source/WebCore/workers/SharedWorkerThread.cpp,2144,3398585,2900,106846
third_party/WebKit/Source/WebCore/webaudio/MediaElementAudioSourceNode.cpp,2741,4146473,6416,127577
third_party/WebKit/Source/WebCore/xml/parser/XMLCharacterReferenceParser.cpp,683,2350461,4928,72735
third_party/WebKit/Source/WebCore/workers/DedicatedWorkerThread.cpp,2205,3407031,2660,107084
third_party/WebKit/Source/WebCore/xml/XMLHttpRequestUpload.cpp,1220,2879190,5164,91223
third_party/WebKit/Source/WebCore/workers/DedicatedWorkerContext.cpp,2481,3440054,9148,107651
third_party/WebKit/Source/WebCore/workers/WorkerEventQueue.cpp,1828,2998220,6704,94217
third_party/WebKit/Source/WebCore/xml/parser/XMLDocumentParserScope.cpp,386,2361564,1920,74502
third_party/WebKit/Source/WebCore/workers/SharedWorkerContext.cpp,2492,3438205,10616,107590
third_party/WebKit/Source/WebCore/workers/SharedWorker.cpp,2305,3399567,7212,106676
third_party/WebKit/Source/WebCore/xml/parser/XMLTreeBuilder.cpp,3390,3396775,31836,107266
third_party/WebKit/Source/WebCore/xml/XMLHttpRequestException.cpp,416,2326276,932,72073
third_party/WebKit/Source/WebCore/workers/Worker.cpp,2682,3474119,11000,108479
third_party/WebKit/Source/WebCore/xml/NativeXPathNSResolver.cpp,951,2758560,1824,87373
third_party/WebKit/Source/WebCore/xml/XPathException.cpp,380,2326188,1020,72073
third_party/WebKit/Source/WebCore/workers/WorkerScriptLoader.cpp,2438,3436956,8240,107851
third_party/WebKit/Source/WebCore/xml/XMLSerializer.cpp,1235,2888939,540,91262
third_party/WebKit/Source/WebCore/workers/WorkerContext.cpp,3252,3585312,23336,111859
third_party/WebKit/Source/WebCore/xml/XMLHttpRequestProgressEventThrottle.cpp,1205,2851848,6832,90328
third_party/WebKit/Source/WebCore/workers/WorkerThread.cpp,2549,3519644,9736,110303
third_party/WebKit/Source/WebCore/xml/XPathNSResolver.cpp,169,2105332,676,64588
third_party/WebKit/Source/WebCore/xml/XPathEvaluator.cpp,944,2764762,1404,87600
third_party/WebKit/Source/WebCore/xml/parser/NewXMLDocumentParser.cpp,2339,3118404,19772,98163
third_party/WebKit/Source/WebCore/xml/XPathPath.cpp,1968,2907505,13424,91632
third_party/WebKit/Source/WebCore/xml/XPathExpressionNode.cpp,1012,2761103,1816,87385
third_party/WebKit/Source/WebCore/xml/XPathExpression.cpp,1410,2913105,2244,91844
third_party/WebKit/Source/WebCore/xml/parser/XMLDocumentParser.cpp,2893,3778405,7992,121165
third_party/WebKit/Source/WebCore/xml/XPathStep.cpp,2064,3007775,11040,94282
third_party/WebKit/Source/WebCore/xml/XPathValue.cpp,1080,2763475,3552,87486
third_party/WebKit/Source/WebCore/xml/XMLErrors.cpp,2480,3565729,7972,113667
third_party/WebKit/Source/WebCore/xml/XPathUtil.cpp,985,2767908,1760,87792
third_party/WebKit/Source/WebCore/xml/XSLTExtensions.cpp,381,2405032,1276,76405
third_party/WebKit/Source/WebCore/workers/WorkerMessagingProxy.cpp,3968,3806636,25540,118341
third_party/WebKit/Source/WebCore/xml/XPathPredicate.cpp,1398,2771263,14552,87746
third_party/WebKit/Source/WebCore/xml/XPathResult.cpp,1504,2899870,4652,91591
third_party/WebKit/Source/WebCore/xml/XMLTreeViewer.cpp,2519,3459761,22720,105700
third_party/WebKit/Source/WebCore/xml/XPathNodeSet.cpp,1847,2982224,6920,93715
third_party/WebKit/Source/WebCore/dom/UserGestureIndicator.cpp,132,2033670,900,62339
third_party/WebKit/Source/WebCore/xml/XPathVariableReference.cpp,1108,2761634,3184,87401
third_party/WebKit/Source/WebCore/xml/XSLTUnicodeSort.cpp,760,2677973,4508,85357
third_party/WebKit/Source/WebCore/xml/parser/XMLTokenizer.cpp,4104,3084472,43916,96157
third_party/WebKit/Source/WebCore/xml/XSLImportRule.cpp,1797,3228739,5404,103752
third_party/WebKit/Source/WebCore/dom/WebKitAnimationEvent.cpp,1147,2847044,4584,90150
third_party/WebKit/Source/WebCore/xml/XPathParser.cpp,2798,2790485,35132,88467
third_party/WebKit/Source/WebCore/dom/UIEvent.cpp,1403,2893790,9376,91238
third_party/WebKit/Source/WebCore/xml/XPathFunctions.cpp,3170,3086142,50432,96984
third_party/WebKit/Source/WebCore/xml/parser/XMLDocumentParserLibxml2.cpp,4694,3728347,56960,119071
third_party/WebKit/Source/WebCore/dom/WebKitTransitionEvent.cpp,1153,2847105,4600,90151
third_party/WebKit/Source/WebCore/xml/XMLHttpRequest.cpp,4608,3516029,70884,110166
third_party/WebKit/Source/WebCore/xml/XSLStyleSheetLibxslt.cpp,2589,3591777,8704,115235
third_party/WebKit/Source/WebCore/dom/WebKitMutationObserver.cpp,1809,2892362,10484,91354
third_party/WebKit/Source/WebCore/dom/WindowEventContext.cpp,1591,2997790,2192,94203
third_party/WebKit/Source/WebCore/dom/UserTypingGestureIndicator.cpp,1898,3225459,1748,102125
third_party/WebKit/Source/WebCore/xml/XSLTProcessorLibxslt.cpp,2758,3615227,12568,115981
third_party/WebKit/Source/WebCore/dom/WheelEvent.cpp,1327,2896517,7248,91240
third_party/WebKit/Source/WebCore/xml/XSLTProcessor.cpp,3086,3698743,13420,118398
third_party/WebKit/Source/WebCore/rendering/svg/SVGTextChunk.cpp,2962,3654703,1108,113348
third_party/WebKit/Source/WebCore/dom/WebKitNamedFlow.cpp,2931,3703117,1160,114519
third_party/WebKit/Source/WebCore/rendering/svg/SVGTextLayoutEngine.cpp,3641,3755567,16240,116077
third_party/WebKit/Source/WebCore/rendering/svg/SVGRootInlineBox.cpp,3818,3897839,14008,119850
third_party/WebKit/Source/WebCore/rendering/style/SVGRenderStyleDefs.cpp,1853,3097821,7044,95945
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourceMarker.cpp,3432,3706564,25856,114675
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourceFilterPrimitive.cpp,3305,3818099,17256,119948
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGShape.cpp,3844,3757706,33184,115976
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourcePattern.cpp,3881,3943355,29372,123659
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourceLinearGradient.cpp,3479,3818872,23172,120353
third_party/WebKit/Source/WebCore/rendering/style/SVGRenderStyle.cpp,3088,3571005,8148,110944
third_party/WebKit/Source/WebCore/rendering/svg/SVGResourcesCycleSolver.cpp,3799,3940668,5768,122088
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGBlock.cpp,3322,3757174,26336,116086
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourceFilter.cpp,4169,3882082,36680,121482
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResource.cpp,3872,4088261,3160,128778
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourceContainer.cpp,3737,3891808,22508,120292
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGContainer.cpp,3754,4036020,20276,126285
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGModelObject.cpp,3096,3630419,19640,112488
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGInline.cpp,3348,3781157,23744,116736
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGPath.cpp,3140,3671364,15232,113924
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourceGradient.cpp,3948,3996487,24168,125404
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGTransformableContainer.cpp,3255,3677430,18508,113815
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGTSpan.cpp,2973,3631513,18356,112437
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGGradientStop.cpp,3198,3691187,15496,114229
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGHiddenContainer.cpp,2949,3605550,15576,111972
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGRect.cpp,3251,3685399,19996,114049
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGForeignObject.cpp,3862,3947393,30860,121328
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourceSolidColor.cpp,3337,3953083,3340,125082
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourceRadialGradient.cpp,3528,3821954,24488,120398
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourceMasker.cpp,3676,3787319,27188,119331
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGResourceClipper.cpp,4465,4142275,29616,130410
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGImage.cpp,3974,3967989,23216,123966
third_party/WebKit/Source/WebCore/rendering/svg/RenderSVGTextPath.cpp,3776,3919280,23128,120347
third_party/WebKit/Source/WebCore/rendering/svg/SVGMarkerLayoutInfo.cpp,3070,3669749,4368,113477
third_party/WebKit/Source/WebCore/rendering/svg/SVGPathData.cpp,2313,3234612,10712,100795
